Fecha,Productos,Ingreso,Tienda,Ventas
10/10/2020,36,5386,2,55
11/10/2020,28,9698,2,49
12/10/2020,16,6226,2,2
13/10/2020,33,5166,2,92
14/10/2020,34,9911,2,10
15/10/2020,23,5600,2,37
16/10/2020,29,8762,2,46
17/10/2020,20,5872,2,45
18/10/2020,19,7974,2,37
19/10/2020,41,8076,2,51
20/10/2020,44,8263,2,88
21/10/2020,36,8629,2,6
22/10/2020,38,6268,2,20
23/10/2020,40,5585,2,79
24/10/2020,36,6914,2,45
25/10/2020,28,7323,2,40
26/10/2020,50,6059,2,2
27/10/2020,50,6591,2,96
28/10/2020,39,6008,2,62
29/10/2020,43,6263,2,23
30/10/2020,48,9463,2,72
31/10/2020,17,7523,2,57
01/11/2020,45,8731,2,68
02/11/2020,45,6131,2,2
03/11/2020,36,8687,2,71
04/11/2020,22,9804,2,77
05/11/2020,41,8681,2,74
06/11/2020,15,7001,2,55
07/11/2020,34,7069,2,51
08/11/2020,24,7859,2,27
09/11/2020,16,8706,2,87
10/11/2020,34,5465,2,57
11/11/2020,21,6399,2,26
12/11/2020,15,6106,2,74
13/11/2020,27,7867,2,5
14/11/2020,40,8944,2,88
15/11/2020,42,8877,2,71
16/11/2020,15,5370,2,5
17/11/2020,46,9557,2,25
18/11/2020,35,9077,2,100
19/11/2020,36,5655,2,98
20/11/2020,46,5546,2,10
21/11/2020,26,7997,2,76
22/11/2020,50,7830,2,66
23/11/2020,22,5745,2,98
24/11/2020,50,9832,2,25
25/11/2020,33,5443,2,56
26/11/2020,33,6519,2,10
27/11/2020,16,6862,2,19
28/11/2020,37,8284,2,25
29/11/2020,47,5029,2,88
30/11/2020,36,7649,2,75
01/12/2020,44,5441,2,53
02/12/2020,28,9408,2,51
03/12/2020,36,9813,2,50
04/12/2020,21,9410,2,47
05/12/2020,21,6936,2,62
06/12/2020,39,7491,2,1
07/12/2020,32,8419,2,94
08/12/2020,28,8800,2,78
09/12/2020,31,8404,2,43
10/12/2020,23,6046,2,45
11/12/2020,27,9644,2,92
12/12/2020,41,5577,2,82
13/12/2020,38,8330,2,75
14/12/2020,46,6476,2,41
15/12/2020,43,8019,2,11
16/12/2020,26,8262,2,63
17/12/2020,20,7029,2,75
18/12/2020,28,7829,2,86
19/12/2020,21,9279,2,44
20/12/2020,19,6187,2,61
21/12/2020,42,7693,2,92
22/12/2020,20,7877,2,80
23/12/2020,17,5265,2,1
24/12/2020,41,8235,2,72
25/12/2020,41,8506,2,46
26/12/2020,45,8380,2,59
27/12/2020,20,5920,2,96
28/12/2020,28,7730,2,82
29/12/2020,44,8898,2,21
30/12/2020,31,6675,2,98
31/12/2020,44,5907,2,64
01/01/2021,17,6832,2,93
02/01/2021,24,5236,2,49
03/01/2021,23,5314,2,32
04/01/2021,15,8779,2,13
05/01/2021,40,9480,2,98
06/01/2021,38,6749,2,48
07/01/2021,43,8315,2,64
08/01/2021,34,6247,2,48
09/01/2021,37,8064,2,34
10/01/2021,23,6313,2,58
11/01/2021,39,9036,2,44
12/01/2021,29,6698,2,90
13/01/2021,24,8629,2,72
14/01/2021,38,5942,2,46
15/01/2021,36,7678,2,27
16/01/2021,40,6616,2,23
17/01/2021,33,9926,2,92
18/01/2021,17,8526,2,42
19/01/2021,17,7842,2,75
20/01/2021,45,9430,2,13
21/01/2021,19,5948,2,67
22/01/2021,33,6336,2,45
23/01/2021,25,6790,2,9
24/01/2021,50,7707,2,11
25/01/2021,46,8543,2,56
26/01/2021,24,7199,2,97
27/01/2021,39,5998,2,94
28/01/2021,41,7612,2,51
29/01/2021,50,5722,2,46
30/01/2021,16,5850,2,29
31/01/2021,32,6677,2,58
01/02/2021,36,5251,2,48
02/02/2021,49,7751,2,34
03/02/2021,42,6871,2,40
04/02/2021,48,5483,2,63
05/02/2021,36,5884,2,32
06/02/2021,17,9721,2,94
07/02/2021,33,5968,2,87
08/02/2021,23,8451,2,52
09/02/2021,23,6907,2,59
10/02/2021,26,6963,2,41
11/02/2021,25,7782,2,89
12/02/2021,28,9727,2,66
13/02/2021,18,8066,2,44
14/02/2021,24,9817,2,61
15/02/2021,18,8502,2,94
16/02/2021,46,5808,2,43
17/02/2021,42,9741,2,80
18/02/2021,35,8487,2,63
19/02/2021,28,7447,2,53
20/02/2021,25,8046,2,94
21/02/2021,22,5841,2,51
22/02/2021,35,7548,2,11
23/02/2021,33,9925,2,4
24/02/2021,31,9864,2,23
25/02/2021,19,7813,2,41
26/02/2021,41,8408,2,16
27/02/2021,22,7218,2,38
28/02/2021,40,5977,2,61
01/03/2021,43,8688,2,64
02/03/2021,29,6015,2,56
03/03/2021,36,8502,2,56
04/03/2021,38,5914,2,52
05/03/2021,20,5594,2,88
06/03/2021,32,9455,2,96
07/03/2021,45,9488,2,10
08/03/2021,30,8746,2,10
09/03/2021,22,6982,2,24
10/03/2021,31,7833,2,94
11/03/2021,23,5974,2,33
12/03/2021,37,5937,2,9
13/03/2021,46,7097,2,33
14/03/2021,28,6948,2,92
15/03/2021,43,7794,2,50
16/03/2021,30,7017,2,52
17/03/2021,27,6004,2,13
18/03/2021,35,5988,2,79
19/03/2021,35,9114,2,17
20/03/2021,26,8267,2,4
21/03/2021,35,9956,2,91
22/03/2021,24,9076,2,63
23/03/2021,17,8449,2,33
24/03/2021,48,5292,2,16
25/03/2021,25,5536,2,66
26/03/2021,26,7624,2,39
27/03/2021,47,9317,2,66
28/03/2021,35,7005,2,5
29/03/2021,32,7522,2,66
30/03/2021,37,6114,2,11
31/03/2021,29,8218,2,58
01/04/2021,47,6542,2,11
02/04/2021,35,7230,2,1
03/04/2021,50,6621,2,81
04/04/2021,17,9584,2,59
05/04/2021,38,5691,2,3
06/04/2021,26,9765,2,95
07/04/2021,22,9242,2,13
08/04/2021,40,5153,2,34
09/04/2021,36,9259,2,28
10/04/2021,27,7809,2,70
11/04/2021,40,7033,2,79
12/04/2021,39,9312,2,88
13/04/2021,31,7981,2,15
14/04/2021,47,9474,2,9
15/04/2021,45,9387,2,23
16/04/2021,48,7757,2,62
17/04/2021,16,6104,2,51
18/04/2021,23,5263,2,47
19/04/2021,27,9518,2,67
20/04/2021,34,9579,2,37
21/04/2021,40,9416,2,18
22/04/2021,15,5270,2,77
23/04/2021,23,8978,2,97
24/04/2021,32,9971,2,35
25/04/2021,35,7277,2,34
26/04/2021,22,5952,2,10
27/04/2021,35,8285,2,39
28/04/2021,39,8906,2,84
29/04/2021,50,6611,2,30
30/04/2021,20,8615,2,19
01/05/2021,21,8421,2,85
02/05/2021,16,8515,2,36
03/05/2021,29,6294,2,14
04/05/2021,26,9127,2,77
05/05/2021,27,5370,2,31
06/05/2021,30,9933,2,77
07/05/2021,27,8180,2,26
08/05/2021,21,9717,2,25
09/05/2021,43,9439,2,57
10/05/2021,16,6205,2,70
11/05/2021,28,5211,2,88
12/05/2021,29,8875,2,61
13/05/2021,43,7153,2,23
14/05/2021,31,5211,2,38
15/05/2021,33,8669,2,58
16/05/2021,24,9637,2,18
17/05/2021,22,6740,2,27
18/05/2021,39,5866,2,98
19/05/2021,25,5797,2,2
20/05/2021,19,7091,2,35
21/05/2021,25,5960,2,10
22/05/2021,22,5607,2,89
23/05/2021,18,6528,2,65
24/05/2021,16,7680,2,4
25/05/2021,21,5372,2,63
26/05/2021,37,5096,2,56
27/05/2021,17,9553,2,20
28/05/2021,39,5211,2,86
29/05/2021,38,7738,2,37
30/05/2021,43,8730,2,15
31/05/2021,18,9986,2,35
01/06/2021,22,7821,2,75
02/06/2021,31,5150,2,18
03/06/2021,42,5853,2,81
04/06/2021,34,6448,2,57
05/06/2021,32,8496,2,44
06/06/2021,48,6726,2,76
07/06/2021,47,9635,2,44
08/06/2021,43,8316,2,48
09/06/2021,32,7476,2,84
10/06/2021,43,7242,2,54
11/06/2021,19,8922,2,29
12/06/2021,17,9752,2,15
13/06/2021,32,9087,2,6
14/06/2021,38,9197,2,58
15/06/2021,41,5594,2,95
16/06/2021,33,8439,2,45
17/06/2021,29,6459,2,8
18/06/2021,43,8478,2,53
19/06/2021,37,9384,2,14
20/06/2021,47,5880,2,2
21/06/2021,45,6887,2,82
22/06/2021,34,8515,2,61
23/06/2021,50,7253,2,73
24/06/2021,38,8592,2,79
25/06/2021,33,6137,2,60
26/06/2021,47,8883,2,35
27/06/2021,41,6242,2,23
28/06/2021,41,8511,2,13
29/06/2021,47,6956,2,64
30/06/2021,17,5456,2,18
01/07/2021,39,8478,2,99
02/07/2021,39,7675,2,3
03/07/2021,49,5967,2,62
04/07/2021,47,8096,2,3
05/07/2021,33,7888,2,40
06/07/2021,39,7978,2,10
07/07/2021,49,6056,2,74
08/07/2021,16,8716,2,46
09/07/2021,37,7950,2,29
10/07/2021,50,9108,2,26
11/07/2021,41,6685,2,54
12/07/2021,47,6740,2,82
13/07/2021,29,9327,2,55
14/07/2021,47,6005,2,84
15/07/2021,47,7833,2,15
16/07/2021,29,9753,2,25
17/07/2021,29,5765,2,45
18/07/2021,39,6870,2,58
19/07/2021,50,5488,2,48
20/07/2021,30,9435,2,30
21/07/2021,23,8515,2,42
22/07/2021,15,9254,2,90
23/07/2021,25,8195,2,95
24/07/2021,31,8084,2,74
25/07/2021,33,5610,2,79
26/07/2021,24,8563,2,68
27/07/2021,36,7325,2,40
28/07/2021,24,7960,2,82
29/07/2021,36,5287,2,67
30/07/2021,29,6680,2,81
31/07/2021,24,5442,2,97
01/08/2021,15,6313,2,98
02/08/2021,27,6085,2,80
03/08/2021,19,7757,2,48
04/08/2021,31,8988,2,86
05/08/2021,21,5378,2,68
06/08/2021,38,5513,2,58
07/08/2021,20,6693,2,88
08/08/2021,42,7942,2,5
09/08/2021,31,9629,2,36
10/08/2021,27,9846,2,100
11/08/2021,19,7501,2,78
12/08/2021,35,7768,2,2
13/08/2021,45,9283,2,5
14/08/2021,26,9881,2,54
15/08/2021,28,9530,2,90
16/08/2021,42,9747,2,88
17/08/2021,44,8570,2,27
18/08/2021,23,7959,2,62
19/08/2021,32,8816,2,0
20/08/2021,33,6245,2,15
21/08/2021,32,6186,2,68
22/08/2021,22,7692,2,9
23/08/2021,35,6198,2,38
24/08/2021,27,7431,2,84
25/08/2021,50,6224,2,83
26/08/2021,29,9364,2,71
27/08/2021,21,5818,2,71
28/08/2021,31,7425,2,34
29/08/2021,35,9749,2,88
30/08/2021,25,7192,2,54
31/08/2021,46,5512,2,11
01/09/2021,18,6163,2,89
02/09/2021,24,7338,2,83
03/09/2021,29,5721,2,68
04/09/2021,21,9115,2,94
05/09/2021,47,5773,2,33
06/09/2021,34,9280,2,76
07/09/2021,43,5220,2,64
08/09/2021,34,8950,2,37
09/09/2021,16,7904,2,45
10/09/2021,48,5385,2,55
11/09/2021,32,8081,2,72
12/09/2021,33,5035,2,22
13/09/2021,38,7639,2,2
14/09/2021,48,6254,2,18
15/09/2021,44,9558,2,13
16/09/2021,48,7932,2,90
17/09/2021,23,5685,2,64
18/09/2021,36,5746,2,92
19/09/2021,15,8456,2,88
20/09/2021,29,8340,2,94
21/09/2021,28,9656,2,23
22/09/2021,30,6729,2,17
23/09/2021,48,8343,2,36
24/09/2021,22,5870,2,58
25/09/2021,35,6231,2,95
26/09/2021,47,5322,2,96
27/09/2021,35,7461,2,100
28/09/2021,41,8755,2,11
29/09/2021,31,9076,2,58
30/09/2021,28,9160,2,64
01/10/2021,29,8462,2,32
02/10/2021,45,7301,2,42
03/10/2021,24,6672,2,61
04/10/2021,35,8343,2,67
05/10/2021,21,7553,2,96
06/10/2021,16,7495,2,91
07/10/2021,42,5649,2,94
08/10/2021,29,9910,2,69
09/10/2021,18,9594,2,54
10/10/2021,30,5172,2,95
11/10/2021,27,5490,2,52
12/10/2021,33,8006,2,84
13/10/2021,45,8921,2,81
14/10/2021,24,8464,2,91
15/10/2021,39,7174,2,31
16/10/2021,38,6858,2,82
17/10/2021,16,5140,2,99
18/10/2021,42,7706,2,6
19/10/2021,49,5465,2,31
20/10/2021,31,9448,2,96
21/10/2021,15,9785,2,27
22/10/2021,41,8533,2,49
23/10/2021,31,6268,2,6
24/10/2021,25,7146,2,61
25/10/2021,18,5016,2,54
26/10/2021,32,7692,2,31
27/10/2021,19,8934,2,66
28/10/2021,46,8593,2,100
29/10/2021,47,7172,2,31
30/10/2021,42,5343,2,96
31/10/2021,29,5447,2,56
01/11/2021,26,6689,2,33
02/11/2021,41,8664,2,66
03/11/2021,39,7389,2,79
04/11/2021,29,8714,2,33
05/11/2021,17,5275,2,3
06/11/2021,30,6348,2,49
07/11/2021,43,5116,2,3
08/11/2021,41,7596,2,30
09/11/2021,40,5995,2,28
10/11/2021,16,5085,2,2
11/11/2021,38,6706,2,90
12/11/2021,48,8666,2,87
13/11/2021,40,9219,2,4
14/11/2021,32,7074,2,92
15/11/2021,42,5364,2,44
16/11/2021,23,9445,2,5
17/11/2021,31,9776,2,82
18/11/2021,35,9756,2,100
19/11/2021,46,8665,2,97
20/11/2021,34,7932,2,45
21/11/2021,30,7741,2,3
22/11/2021,22,5146,2,20
23/11/2021,44,7234,2,20
24/11/2021,15,6834,2,75
25/11/2021,20,7853,2,32
26/11/2021,40,8468,2,76
27/11/2021,38,8254,2,6
28/11/2021,45,5835,2,94
29/11/2021,49,6991,2,53
30/11/2021,34,6148,2,95
01/12/2021,19,5518,2,43
02/12/2021,41,8400,2,49
03/12/2021,16,7244,2,38
04/12/2021,20,9579,2,86
05/12/2021,22,5861,2,78
06/12/2021,50,5348,2,53
07/12/2021,28,6668,2,36
08/12/2021,39,5203,2,79
09/12/2021,45,6795,2,95
10/12/2021,20,8093,2,4
11/12/2021,30,5879,2,21
12/12/2021,44,6506,2,28
13/12/2021,32,7249,2,57
14/12/2021,37,8018,2,43
15/12/2021,24,7807,2,65
16/12/2021,28,9621,2,21
17/12/2021,43,8722,2,91
18/12/2021,35,7021,2,5
19/12/2021,45,8192,2,5
20/12/2021,29,6812,2,5
21/12/2021,24,6014,2,41
22/12/2021,38,8066,2,86
23/12/2021,22,7523,2,44
24/12/2021,48,7130,2,37
25/12/2021,46,5322,2,34
26/12/2021,43,8342,2,7
27/12/2021,18,7186,2,46
28/12/2021,48,6351,2,1
29/12/2021,21,6005,2,39
30/12/2021,28,9616,2,48
31/12/2021,20,8810,2,26
01/01/2019,47,9313,3,22
02/01/2019,28,7970,3,53
03/01/2019,24,6204,3,59
04/01/2019,19,7793,3,15
05/01/2019,25,9509,3,10
06/01/2019,34,5746,3,44
07/01/2019,43,5159,3,92
08/01/2019,32,5152,3,66
09/01/2019,23,6532,3,28
10/01/2019,24,7062,3,82
11/01/2019,18,9141,3,19
12/01/2019,28,8249,3,53
13/01/2019,23,5113,3,97
14/01/2019,22,8739,3,31
15/01/2019,27,8605,3,31
16/01/2019,47,9331,3,55
17/01/2019,25,6816,3,85
18/01/2019,47,5818,3,63
19/01/2019,29,8568,3,76
20/01/2019,43,9798,3,8
21/01/2019,47,5019,3,93
22/01/2019,35,7707,3,36
23/01/2019,45,5942,3,46
24/01/2019,24,7443,3,93
25/01/2019,17,8625,3,73
26/01/2019,27,6560,3,53
27/01/2019,35,7752,3,92
28/01/2019,29,7986,3,57
29/01/2019,29,7061,3,6
30/01/2019,48,9370,3,90
31/01/2019,29,7147,3,95
01/02/2019,32,7387,3,57
02/02/2019,33,9467,3,22
03/02/2019,41,6550,3,58
04/02/2019,40,5427,3,4
05/02/2019,27,7397,3,92
06/02/2019,43,7569,3,25
07/02/2019,31,9723,3,42
08/02/2019,37,7450,3,70
09/02/2019,21,5021,3,83
10/02/2019,19,8155,3,9
11/02/2019,26,8411,3,17
12/02/2019,22,5853,3,94
13/02/2019,39,7692,3,31
14/02/2019,29,6824,3,5
15/02/2019,34,6043,3,56
16/02/2019,31,6758,3,60
17/02/2019,22,5733,3,15
18/02/2019,19,5625,3,50
19/02/2019,50,9593,3,86
20/02/2019,40,9374,3,21
21/02/2019,44,5893,3,74
22/02/2019,44,8594,3,32
23/02/2019,37,8178,3,9
24/02/2019,34,5412,3,52
25/02/2019,39,5138,3,92
26/02/2019,26,6041,3,6
27/02/2019,24,8636,3,35
28/02/2019,43,6119,3,6
01/03/2019,30,5056,3,82
02/03/2019,16,6099,3,12
03/03/2019,48,5910,3,52
04/03/2019,45,9462,3,24
05/03/2019,39,6934,3,57
06/03/2019,26,9077,3,50
07/03/2019,15,9538,3,97
08/03/2019,40,7043,3,17
09/03/2019,17,6563,3,53
10/03/2019,48,9181,3,75
11/03/2019,24,9690,3,43
12/03/2019,15,7252,3,19
13/03/2019,32,6757,3,96
14/03/2019,49,7468,3,70
15/03/2019,38,9515,3,80
16/03/2019,43,7053,3,96
17/03/2019,26,6872,3,59
18/03/2019,45,7635,3,65
19/03/2019,28,7035,3,37
20/03/2019,32,5467,3,10
21/03/2019,27,5727,3,82
22/03/2019,23,8777,3,12
23/03/2019,21,9029,3,31
24/03/2019,28,7291,3,76
25/03/2019,19,5327,3,71
26/03/2019,25,8504,3,32
27/03/2019,43,8490,3,99
28/03/2019,41,5659,3,77
29/03/2019,35,9110,3,28
30/03/2019,27,8207,3,68
31/03/2019,24,7572,3,96
01/04/2019,45,7265,3,53
02/04/2019,35,7442,3,56
03/04/2019,35,8010,3,54
04/04/2019,20,7825,3,18
05/04/2019,40,5800,3,38
06/04/2019,29,7691,3,81
07/04/2019,44,9139,3,40
08/04/2019,44,8003,3,43
09/04/2019,48,9109,3,72
10/04/2019,27,5798,3,24
11/04/2019,23,9125,3,99
12/04/2019,38,8571,3,93
13/04/2019,48,8705,3,14
14/04/2019,42,6825,3,47
15/04/2019,47,9132,3,84
16/04/2019,47,9807,3,12
17/04/2019,32,7079,3,45
18/04/2019,30,7124,3,0
19/04/2019,38,9851,3,43
20/04/2019,26,5673,3,15
21/04/2019,49,7893,3,8
22/04/2019,39,6890,3,0
23/04/2019,17,7060,3,4
24/04/2019,48,8583,3,83
25/04/2019,34,9375,3,77
26/04/2019,31,7218,3,27
27/04/2019,20,6953,3,55
28/04/2019,43,7204,3,57
29/04/2019,15,8762,3,35
30/04/2019,29,8347,3,81
01/05/2019,24,9707,3,59
02/05/2019,17,8902,3,100
03/05/2019,46,7274,3,17
04/05/2019,28,7441,3,62
05/05/2019,19,5458,3,60
06/05/2019,30,8768,3,41
07/05/2019,15,5213,3,88
08/05/2019,50,6170,3,77
09/05/2019,30,9376,3,24
10/05/2019,50,8831,3,91
11/05/2019,21,8887,3,36
12/05/2019,25,9586,3,14
13/05/2019,24,8664,3,10
14/05/2019,41,7875,3,64
15/05/2019,28,7187,3,18
16/05/2019,35,6968,3,23
17/05/2019,36,5602,3,38
18/05/2019,41,6842,3,59
19/05/2019,16,9149,3,66
20/05/2019,21,6024,3,92
21/05/2019,33,6537,3,22
22/05/2019,15,5052,3,80
23/05/2019,48,7148,3,68
24/05/2019,38,6753,3,38
25/05/2019,37,7259,3,59
26/05/2019,29,6113,3,50
27/05/2019,27,6694,3,44
28/05/2019,16,9957,3,49
29/05/2019,35,9595,3,0
30/05/2019,15,7705,3,3
31/05/2019,30,8682,3,0
01/06/2019,32,5228,3,50
02/06/2019,17,8221,3,30
03/06/2019,44,9364,3,14
04/06/2019,20,5466,3,8
05/06/2019,39,5343,3,45
06/06/2019,37,8848,3,86
07/06/2019,31,5885,3,100
08/06/2019,48,8027,3,32
09/06/2019,34,8514,3,91
10/06/2019,44,9809,3,91
11/06/2019,15,5252,3,83
12/06/2019,36,6845,3,39
13/06/2019,17,9937,3,1
14/06/2019,29,7130,3,10
15/06/2019,21,7709,3,58
16/06/2019,47,7653,3,34
17/06/2019,39,5939,3,95
18/06/2019,32,6638,3,44
19/06/2019,33,9160,3,30
20/06/2019,17,8728,3,96
21/06/2019,20,9302,3,97
22/06/2019,44,5521,3,27
23/06/2019,20,5099,3,49
24/06/2019,20,5431,3,57
25/06/2019,47,6536,3,98
26/06/2019,36,8722,3,71
27/06/2019,15,6230,3,58
28/06/2019,35,7287,3,56
29/06/2019,38,8887,3,66
30/06/2019,45,6149,3,97
01/07/2019,29,5528,3,34
02/07/2019,43,7471,3,32
03/07/2019,31,6563,3,14
04/07/2019,17,8525,3,6
05/07/2019,37,8465,3,88
06/07/2019,18,7137,3,78
07/07/2019,46,5271,3,88
08/07/2019,26,8430,3,38
09/07/2019,16,5292,3,98
10/07/2019,31,9432,3,91
11/07/2019,23,8785,3,83
12/07/2019,30,6735,3,11
13/07/2019,50,5792,3,66
14/07/2019,19,6849,3,75
15/07/2019,23,7048,3,53
16/07/2019,26,7133,3,68
17/07/2019,16,7611,3,60
18/07/2019,39,8032,3,40
19/07/2019,50,6324,3,11
20/07/2019,39,9633,3,89
21/07/2019,31,7686,3,13
22/07/2019,25,8901,3,85
23/07/2019,38,7499,3,3
24/07/2019,21,5022,3,71
25/07/2019,40,6230,3,56
26/07/2019,26,7507,3,12
27/07/2019,32,8605,3,18
28/07/2019,25,9722,3,95
29/07/2019,40,6499,3,69
30/07/2019,22,5838,3,93
31/07/2019,32,5735,3,33
01/08/2019,35,8501,3,80
02/08/2019,43,7704,3,49
03/08/2019,46,8294,3,71
04/08/2019,17,9494,3,91
05/08/2019,25,9884,3,3
06/08/2019,43,9375,3,56
07/08/2019,25,9973,3,96
08/08/2019,36,7634,3,96
09/08/2019,29,7976,3,10
10/08/2019,50,6819,3,100
11/08/2019,15,6010,3,16
12/08/2019,18,6796,3,12
13/08/2019,21,6266,3,52
14/08/2019,15,7898,3,42
15/08/2019,37,8123,3,99
16/08/2019,41,8824,3,81
17/08/2019,17,5709,3,44
18/08/2019,44,6539,3,64
19/08/2019,50,7200,3,18
20/08/2019,30,6692,3,0
21/08/2019,31,8799,3,79
22/08/2019,18,7194,3,29
23/08/2019,22,7297,3,91
24/08/2019,40,9491,3,70
25/08/2019,50,7671,3,66
26/08/2019,24,9878,3,51
27/08/2019,21,5919,3,46
28/08/2019,24,6743,3,78
29/08/2019,44,9881,3,95
30/08/2019,17,9104,3,76
31/08/2019,23,6788,3,74
01/09/2019,36,5762,3,59
02/09/2019,22,9176,3,27
03/09/2019,33,6252,3,26
04/09/2019,45,5638,3,17
05/09/2019,32,7290,3,38
06/09/2019,37,6122,3,43
07/09/2019,38,6380,3,9
08/09/2019,41,9309,3,68
09/09/2019,16,6712,3,23
10/09/2019,26,5334,3,24
11/09/2019,25,5267,3,27
12/09/2019,28,6338,3,34
13/09/2019,28,6552,3,33
14/09/2019,44,8076,3,88
15/09/2019,39,6794,3,41
16/09/2019,32,8420,3,41
17/09/2019,25,9036,3,11
18/09/2019,25,6067,3,49
19/09/2019,21,6802,3,19
20/09/2019,42,7508,3,30
21/09/2019,30,8438,3,0
22/09/2019,22,6134,3,72
23/09/2019,26,6529,3,62
24/09/2019,23,8484,3,28
25/09/2019,29,5076,3,98
26/09/2019,45,6097,3,84
27/09/2019,24,7323,3,74
28/09/2019,27,9964,3,26
29/09/2019,18,6846,3,77
30/09/2019,49,5781,3,27
01/10/2019,47,9049,3,50
02/10/2019,26,6737,3,45
03/10/2019,26,7355,3,25
04/10/2019,39,8560,3,10
05/10/2019,30,9332,3,97
06/10/2019,45,7878,3,59
07/10/2019,50,9908,3,31
08/10/2019,41,7313,3,11
09/10/2019,43,6233,3,3
10/10/2019,22,5952,3,99
11/10/2019,41,6997,3,89
12/10/2019,45,6549,3,60
13/10/2019,41,9531,3,46
14/10/2019,41,8033,3,7
15/10/2019,32,6249,3,7
16/10/2019,16,5772,3,4
17/10/2019,43,9496,3,98
18/10/2019,23,9727,3,6
19/10/2019,16,8803,3,97
20/10/2019,21,9450,3,10
21/10/2019,24,7057,3,95
22/10/2019,35,6852,3,43
23/10/2019,49,9650,3,9
24/10/2019,21,8179,3,24
25/10/2019,37,7860,3,46
26/10/2019,28,7367,3,19
27/10/2019,29,6678,3,85
28/10/2019,40,7242,3,98
29/10/2019,41,5816,3,6
30/10/2019,44,7702,3,19
31/10/2019,38,5058,3,89
01/11/2019,31,8189,3,67
02/11/2019,30,6897,3,11
03/11/2019,28,6339,3,57
04/11/2019,19,7519,3,15
05/11/2019,33,5334,3,99
06/11/2019,26,5331,3,27
07/11/2019,20,8720,3,97
08/11/2019,28,9402,3,92
09/11/2019,41,8620,3,89
10/11/2019,33,6285,3,58
11/11/2019,40,5005,3,75
12/11/2019,42,8756,3,11
13/11/2019,24,5160,3,78
14/11/2019,48,9806,3,53
15/11/2019,21,6917,3,22
16/11/2019,46,5027,3,60
17/11/2019,38,6366,3,23
18/11/2019,35,5570,3,24
19/11/2019,22,6960,3,97
20/11/2019,48,9671,3,57
21/11/2019,38,9819,3,35
22/11/2019,30,5706,3,66
23/11/2019,37,6249,3,1
24/11/2019,19,5081,3,40
25/11/2019,17,8602,3,92
26/11/2019,31,9879,3,83
27/11/2019,45,7071,3,1
28/11/2019,39,7113,3,76
29/11/2019,18,7233,3,69
30/11/2019,18,9091,3,45
01/12/2019,40,8608,3,3
02/12/2019,37,6756,3,72
03/12/2019,18,7017,3,77
04/12/2019,45,8470,3,38
05/12/2019,19,5072,3,62
06/12/2019,33,8557,3,4
07/12/2019,47,9919,3,41
08/12/2019,29,7779,3,72
09/12/2019,50,8820,3,56
10/12/2019,50,6934,3,39
11/12/2019,38,9383,3,39
12/12/2019,15,5876,3,81
13/12/2019,28,8494,3,79
14/12/2019,48,5023,3,70
15/12/2019,45,5202,3,40
16/12/2019,32,6052,3,5
17/12/2019,31,8945,3,51
18/12/2019,24,6926,3,72
19/12/2019,19,6609,3,55
20/12/2019,37,9763,3,30
21/12/2019,17,5636,3,3
22/12/2019,43,8687,3,36
23/12/2019,21,7395,3,48
24/12/2019,16,5765,3,32
25/12/2019,49,7176,3,54
26/12/2019,48,5019,3,55
27/12/2019,18,7475,3,52
28/12/2019,27,9441,3,34
29/12/2019,29,5494,3,19
30/12/2019,47,7794,3,95
31/12/2019,35,7243,3,11
01/01/2020,21,6420,3,94
02/01/2020,48,8680,3,31
03/01/2020,44,9546,3,81
04/01/2020,39,6449,3,78
05/01/2020,36,9271,3,15
06/01/2020,47,7000,3,18
07/01/2020,15,5047,3,12
08/01/2020,48,9164,3,94
09/01/2020,20,8084,3,44
10/01/2020,25,6128,3,47
11/01/2020,36,8925,3,39
12/01/2020,22,5803,3,62
13/01/2020,48,6343,3,5
14/01/2020,35,5532,3,51
15/01/2020,40,5587,3,12
16/01/2020,16,7053,3,62
17/01/2020,23,5579,3,13
18/01/2020,23,6993,3,54
19/01/2020,26,9006,3,76
20/01/2020,44,5746,3,54
21/01/2020,20,9531,3,62
22/01/2020,28,5834,3,93
23/01/2020,49,7345,3,12
24/01/2020,19,8404,3,38
25/01/2020,45,6623,3,99
26/01/2020,47,6713,3,27
27/01/2020,37,6952,3,41
28/01/2020,44,5635,3,89
29/01/2020,36,6098,3,67
30/01/2020,46,8430,3,25
31/01/2020,43,9452,3,27
01/02/2020,47,5267,3,36
02/02/2020,28,7930,3,4
03/02/2020,40,7691,3,22
04/02/2020,41,6129,3,66
05/02/2020,39,7566,3,13
06/02/2020,20,8383,3,25
07/02/2020,36,9813,3,49
08/02/2020,22,7144,3,41
09/02/2020,28,5711,3,69
10/02/2020,45,7192,3,99
11/02/2020,35,5016,3,81
12/02/2020,50,7952,3,35
13/02/2020,41,8603,3,86
14/02/2020,50,6618,3,24
15/02/2020,20,9104,3,92
16/02/2020,32,7132,3,96
17/02/2020,34,9982,3,72
18/02/2020,44,8678,3,2
19/02/2020,23,6522,3,84
20/02/2020,25,9639,3,95
21/02/2020,33,9396,3,81
22/02/2020,30,5147,3,7
23/02/2020,46,8551,3,20
24/02/2020,30,9812,3,75
25/02/2020,37,9388,3,25
26/02/2020,24,5709,3,1
27/02/2020,16,6375,3,3
28/02/2020,47,9037,3,29
29/02/2020,34,5891,3,77
